,id,product_title,product_uid,relevance,search_term,product_description,brand,product_info,len_of_query,len_of_title,len_of_description,len_of_brand,query_in_title,query_in_description,query_last_word_in_title,query_last_word_in_description,word_in_title,word_in_description,ratio_title,ratio_description,attr,word_in_brand,ratio_brand,brand_feature,search_term_feature
786,2484,quik shade we 144 weekend elit 12ft. xbi 12ft. navi blue instant canopi,100434,3.0,canopi,all quik shade canopi come complet assembl for quick and easi setup to provid shade and shelter wherev you need it simpl to set up and quickli fold into a compact shape that fit insid the wheel carri bag provid thi canopi measur 12ft. xbi 12ft. at the base and provid 144sq.ft. of shade with an 12ft. xbi 12ft. fabric top california residents: see&nbsp;proposit 65in. format assembl frame set up in less than a minutedur 150 d top with 99% uv protect and our aluminex back fabric for cooler shadepat pushpul latch slider and leg extend design for eas of useeasi open with plastic reinforc pivot point and ptfe washersstrong thru bolt construct on a lightweight durabl corros resist powder coat steel frameimprov eav assembl for a stronger frame 4 height adjust and nylon feet protect patio and deck surfaceswheel strong 300 d roller bag let you take it anywher backyard camp sport event 4 sturdi ground stake includ to secur anchor to ground if need,quik shade,canopi	quik shade we 144 weekend elit 12ft. xbi 12ft. navi blue instant canopi	all quik shade canopi come complet assembl for quick and easi setup to provid shade and shelter wherev you need it simpl to set up and quickli fold into a compact shape that fit insid the wheel carri bag provid thi canopi measur 12ft. xbi 12ft. at the base and provid 144sq.ft. of shade with an 12ft. xbi 12ft. fabric top california residents: see&nbsp;proposit 65in. format assembl frame set up in less than a minutedur 150 d top with 99% uv protect and our aluminex back fabric for cooler shadepat pushpul latch slider and leg extend design for eas of useeasi open with plastic reinforc pivot point and ptfe washersstrong thru bolt construct on a lightweight durabl corros resist powder coat steel frameimprov eav assembl for a stronger frame 4 height adjust and nylon feet protect patio and deck surfaceswheel strong 300 d roller bag let you take it anywher backyard camp sport event 4 sturdi ground stake includ to secur anchor to ground if need,1,13,166,2,1,2,1,1,1,1,1.0,1.0,canopi	quik shade,0,0.0,1549,6
787,2485,hunter princeton 52in. indoor brush nickel ceil fan,100435,2.67,ceilig fan mount,the hunter princeton 52in. ceil fan is ideal for larg room with low ceil the attract brush nickel finish pair well with the revers blade with brazilian cherri and yellow walnut finish the blade are protect xbi the patent dust armor technolog which help prevent dust accumul the motor oper quietli and effect 5 brazilian cherri yellow walnut revers bladesbrush nickel finishinclud 2 light bowl style light kit with paint white case glasswal controlrevers motor 3488 cfmdesign for low ceilingsflush mount instal for low ceilingsindoor use larg roomscan be instal with or without light kitbulb includedenergi efficientnot sure what size fan you need check out our buy guid for help tip need help instal your fan check out our project guid for help tip trust the home depot' licens electrician to help with your ceil fan instal call 877 941 8832 to schedul a free in home consult,hunter,ceilig fan mount	hunter princeton 52in. indoor brush nickel ceil fan	the hunter princeton 52in. ceil fan is ideal for larg room with low ceil the attract brush nickel finish pair well with the revers blade with brazilian cherri and yellow walnut finish the blade are protect xbi the patent dust armor technolog which help prevent dust accumul the motor oper quietli and effect 5 brazilian cherri yellow walnut revers bladesbrush nickel finishinclud 2 light bowl style light kit with paint white case glasswal controlrevers motor 3488 cfmdesign for low ceilingsflush mount instal for low ceilingsindoor use larg roomscan be instal with or without light kitbulb includedenergi efficientnot sure what size fan you need check out our buy guid for help tip need help instal your fan check out our project guid for help tip trust the home depot' licens electrician to help with your ceil fan instal call 877 941 8832 to schedul a free in home consult,3,8,148,1,0,0,0,1,1,2,0.3333333333333333,0.6666666666666666,ceilig fan mount	hunter,0,0.0,1552,16
788,2489,samsung 30in. w 9.5cu.ft. electr dryer with steam in onyx,100436,2.33,samsung front load washer 3.7,samsung' 9.5cu.ft. electr steam dryer is the world' largest capac dryer with 15 dri cycl includ steam refresh and steam wrinkl away you are sure to alway get the perfect dri result also with 11 dri option you have the opportun to fine tune your dri desir xbi choos option such as eco normal my cycl anti static and mix load bell xbi use the eco normal option you can save up to 25% energi consumpt each year for deliveri and hook up measur the doorway to get to the desir location; to ensur the 30in. wide washerdry will fit due to the width of the item thi item may not fit standard doorway 9.5cu.ft. capac accommod extra larg load 15 automat cycl includ steam refresh and steam wrinkl away eco normal heavi duti bed delic and activ wear to properli care for a varieti of fabric typesstainless steel drum resist chip rust and abras to protect cloth from damagefront panel control for easi access and operationsteam refresh and steam wrinkl away rejuven fabric while remov wrinkl and odor xbi use steam and tumbl action 5 temperatur set provid the proper heat for differ fabric type to ensur that cloth are not over driedmoistur sensor measur moistur in the drum dure a cycl and automat adjust the dri time and temperatur for optim fabric carewrinkl prevent option tumbl the dryer to prevent wrinkl from set into clean dri fabricsend of cycl signal provid an audibl alert that the dryer cycl is finishedeco dri option save up to 25% energi save each yeardri rack allow you to dri delic fabricsdry duct and electr cord are requir for instal and will be offer separ dure applianc checkoutclick here for detail on the servic includ with deliveri & basic hook up and instal option for major applianc,samsung,samsung front load washer 3.7	samsung 30in. w 9.5cu.ft. electr dryer with steam in onyx	samsung' 9.5cu.ft. electr steam dryer is the world' largest capac dryer with 15 dri cycl includ steam refresh and steam wrinkl away you are sure to alway get the perfect dri result also with 11 dri option you have the opportun to fine tune your dri desir xbi choos option such as eco normal my cycl anti static and mix load bell xbi use the eco normal option you can save up to 25% energi consumpt each year for deliveri and hook up measur the doorway to get to the desir location; to ensur the 30in. wide washerdry will fit due to the width of the item thi item may not fit standard doorway 9.5cu.ft. capac accommod extra larg load 15 automat cycl includ steam refresh and steam wrinkl away eco normal heavi duti bed delic and activ wear to properli care for a varieti of fabric typesstainless steel drum resist chip rust and abras to protect cloth from damagefront panel control for easi access and operationsteam refresh and steam wrinkl away rejuven fabric while remov wrinkl and odor xbi use steam and tumbl action 5 temperatur set provid the proper heat for differ fabric type to ensur that cloth are not over driedmoistur sensor measur moistur in the drum dure a cycl and automat adjust the dri time and temperatur for optim fabric carewrinkl prevent option tumbl the dryer to prevent wrinkl from set into clean dri fabricsend of cycl signal provid an audibl alert that the dryer cycl is finishedeco dri option save up to 25% energi save each yeardri rack allow you to dri delic fabricsdry duct and electr cord are requir for instal and will be offer separ dure applianc checkoutclick here for detail on the servic includ with deliveri & basic hook up and instal option for major applianc,5,10,304,1,0,0,0,0,1,4,0.2,0.8,samsung front load washer 3.7	samsung,1,1.0,1039,29
789,2490,american standard easi clean 1 spray 10in. singl function rain showerhead in polish chrome,100437,3.0,chrome shower head,the american standard easi clean 1 spray 10in. singl function rain showerhead offer style and perform it' durabl reliabl and wa construct with qualiti engin thi rain showerhead ha a 10in. diamet for full coverag 10in. diamet rain showerheadeasi to clean spray facebrass constructionarm and flang sold separatelystylish look for all showersdu to watersens regul in the state of new york pleas confirm your ship zip code is not restrict from use of item that do not meet watersens qualif,american standard,chrome shower head	american standard easi clean 1 spray 10in. singl function rain showerhead in polish chrome	the american standard easi clean 1 spray 10in. singl function rain showerhead offer style and perform it' durabl reliabl and wa construct with qualiti engin thi rain showerhead ha a 10in. diamet for full coverag 10in. diamet rain showerheadeasi to clean spray facebrass constructionarm and flang sold separatelystylish look for all showersdu to watersens regul in the state of new york pleas confirm your ship zip code is not restrict from use of item that do not meet watersens qualif,3,14,80,2,0,0,1,1,3,2,1.0,0.6666666666666666,chrome shower head	american standard,0,0.0,1078,18
790,2500,nuimag awn 4ft. 3700 seri fabric window awn (23in. h xbi 18in. d) in forest greenbeigenatur fanci stripe,100440,3.0,awn,thi charm fabric window awn will add beauti and valu to your home for mani year nuimag awn fabric window awn will protect your window and furnish from direct ray of the sun made with sunbrella fabric a long last and durabl solut dy acryl outdoor grade fabric for outstand color year after year ship with all the necessari hardwar for quick and easi instal nuimag awn fabric window awn is cover xbi a 5 year warranti against manufactur defect manufactur and assembl in the usa 54in. widthdesign for window 36in. to 48in. heightfashion forest green and beig natur fanci stripe fabricfabr is fade and mildew resistantbronz finish framework will never rustreduc heat gain as much as 77% result in lower cool cost,nuimag awn,awn	nuimag awn 4ft. 3700 seri fabric window awn (23in. h xbi 18in. d) in forest greenbeigenatur fanci stripe	thi charm fabric window awn will add beauti and valu to your home for mani year nuimag awn fabric window awn will protect your window and furnish from direct ray of the sun made with sunbrella fabric a long last and durabl solut dy acryl outdoor grade fabric for outstand color year after year ship with all the necessari hardwar for quick and easi instal nuimag awn fabric window awn is cover xbi a 5 year warranti against manufactur defect manufactur and assembl in the usa 54in. widthdesign for window 36in. to 48in. heightfashion forest green and beig natur fanci stripe fabricfabr is fade and mildew resistantbronz finish framework will never rustreduc heat gain as much as 77% result in lower cool cost,1,18,123,2,2,5,1,1,1,1,1.0,1.0,awn	nuimag awn,1,0.5,1555,3
791,2502,sterl accord 31 14in. xbi 60in. xbi 73 14in. bath and shower kit with right hand drain in white,100441,2.33,30in. xbi 60in. mold 1 piec acryl shower stall,the sterl accord bath and shower kit have a modular 4 piec design to enabl easi instal it wa construct from solid vikrel materi that is lightweight and nonpor so it' easier for you to clean thi kit mimic the look and textur of real glaze tile without ani of the hassl of instal 4 panel system with 1 back panel 1 left panel and 1 right panelfour integr and recess corner shelv for gener storag space; shelv are triangular in shape with length of 7 and 6.5in. and an area of 17.8 sq in high gloss finish for a smooth shini surfacepivot snap togeth installationno caulk requir in the seamsconform to ansi z 124.1 2 and csa b 45.1 nation consensu standard 10 year limit residenti 3 year limit commerci manufactur warranti,sterl,30in. xbi 60in. mold 1 piec acryl shower stall	sterl accord 31 14in. xbi 60in. xbi 73 14in. bath and shower kit with right hand drain in white	the sterl accord bath and shower kit have a modular 4 piec design to enabl easi instal it wa construct from solid vikrel materi that is lightweight and nonpor so it' easier for you to clean thi kit mimic the look and textur of real glaze tile without ani of the hassl of instal 4 panel system with 1 back panel 1 left panel and 1 right panelfour integr and recess corner shelv for gener storag space; shelv are triangular in shape with length of 7 and 6.5in. and an area of 17.8 sq in high gloss finish for a smooth shini surfacepivot snap togeth installationno caulk requir in the seamsconform to ansi z 124.1 2 and csa b 45.1 nation consensu standard 10 year limit residenti 3 year limit commerci manufactur warranti,9,19,133,1,0,0,0,1,4,4,0.4444444444444444,0.4444444444444444,30in. xbi 60in. mold 1 piec acryl shower stall	sterl,0,0.0,1144,46
792,2507,855 14in. xbi 1 38in. xbi 8ft. pvc composit white frp divid mould,100442,1.67,frp,the 8ft. xbi 1 38in. xbi 14in. polym extrus tile divid mould creat a seamless finish look for fiberglass reinforc panel thi white tile divid resist moistur ad mould to your home add a nice finish touch polym extrus is durabl and low maintenancepr finish white and can be paint or stainedwat resistanttransit the seam between 2 fiberglass reinforc panel 96in. lnote: product may vari xbi store,royal mould,frp	855 14in. xbi 1 38in. xbi 8ft. pvc composit white frp divid mould	the 8ft. xbi 1 38in. xbi 14in. polym extrus tile divid mould creat a seamless finish look for fiberglass reinforc panel thi white tile divid resist moistur ad mould to your home add a nice finish touch polym extrus is durabl and low maintenancepr finish white and can be paint or stainedwat resistanttransit the seam between 2 fiberglass reinforc panel 96in. lnote: product may vari xbi store,1,13,67,2,1,0,1,0,1,0,1.0,0.0,frp	royal mould,0,0.0,1558,3
793,2513,vigo kitchen soap dispens in stainless steel,100444,3.0,sink soap dispens,creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,vigo,sink soap dispens	vigo kitchen soap dispens in stainless steel	creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,3,7,85,1,0,0,1,1,2,3,0.6666666666666666,1.0,sink soap dispens	vigo,0,0.0,1561,17
794,2514,vigo kitchen soap dispens in stainless steel,100444,3.0,soap dispens,creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,vigo,soap dispens	vigo kitchen soap dispens in stainless steel	creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,2,7,85,1,1,2,1,1,2,2,1.0,1.0,soap dispens	vigo,0,0.0,1561,12
795,2515,vigo kitchen soap dispens in stainless steel,100444,2.33,soap dispens kitchen,creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,vigo,soap dispens kitchen	vigo kitchen soap dispens in stainless steel	creat a sophist sink design with a vigo solid brass construct stainless steel finish soap dispens thi accessori is also perfect for hold hand lotion or dishwash liquid thi accessori is a quick way to chang your kitchen decor in a subtl way kitchen item is construct of solid brass with sleek and durabl designfeatur an eleg stainless steel finishfits: 1 14in. to 1 12in. openingeasi push self prime soap dispenserha a 10oz. solid brass reservoirrefil from the top without remov the bottledispens swivel 360,3,7,85,1,0,0,1,1,3,3,1.0,1.0,soap dispens kitchen	vigo,0,0.0,1561,20
796,2516,ridgid hyperdr 18volt. 18 gaug 2 18in. brushless brad nailer,100445,2.67,18 ga brad,the ridgid hyperdr 18volt. brushless 18 gaug 2 18in. brad nailer is take pneumat to the next level use the industri lead featur set of fasten edg technolog ridgid hyperdr offer you all the power of a pneumat nailer in a cordless tool with no compressor no hose and no ga cartridg thi 18 gaug brad nailer provid a faster setup and easier maneuv on the job site the ridgid hyperdr brad nailer drive 18 gaug nail from 58in. to 2 18in. thi tool is back xbi the ridgid lifetim servic agreement provid free seal free piston and free driver blade for life california residents: see&nbsp;proposit 65in. formationbrushless motor for superior power and runtimemagnesium construct for lighter weightselect mode switch allow contact actuat or singl sequenti actuat modetool free depth of drive accur depth control to protect work surfac from overdrivingtool free power adjust regul power for optimum resultsdri fire lockout extend motor life and prevent miss nailstool free jam releas for easi access to clear jam 2 non mar pad keep work surfac free of tool marksgrip light engag light independ of trigger to illumin work spacehex grip enhanc micro textur for a secur grip and maximum user comfortincludes: r 09890 brad nailer (500) 1 14in. 18 gaug brad nail belt clip tool bag and operator' manualinstal up to 2600 lin ft with 2000 nail per charg,ridgid,18 ga brad	ridgid hyperdr 18volt. 18 gaug 2 18in. brushless brad nailer	the ridgid hyperdr 18volt. brushless 18 gaug 2 18in. brad nailer is take pneumat to the next level use the industri lead featur set of fasten edg technolog ridgid hyperdr offer you all the power of a pneumat nailer in a cordless tool with no compressor no hose and no ga cartridg thi 18 gaug brad nailer provid a faster setup and easier maneuv on the job site the ridgid hyperdr brad nailer drive 18 gaug nail from 58in. to 2 18in. thi tool is back xbi the ridgid lifetim servic agreement provid free seal free piston and free driver blade for life california residents: see&nbsp;proposit 65in. formationbrushless motor for superior power and runtimemagnesium construct for lighter weightselect mode switch allow contact actuat or singl sequenti actuat modetool free depth of drive accur depth control to protect work surfac from overdrivingtool free power adjust regul power for optimum resultsdri fire lockout extend motor life and prevent miss nailstool free jam releas for easi access to clear jam 2 non mar pad keep work surfac free of tool marksgrip light engag light independ of trigger to illumin work spacehex grip enhanc micro textur for a secur grip and maximum user comfortincludes: r 09890 brad nailer (500) 1 14in. 18 gaug brad nail belt clip tool bag and operator' manualinstal up to 2600 lin ft with 2000 nail per charg,3,10,228,1,0,0,1,1,3,3,1.0,1.0,18 ga brad	ridgid,0,0.0,1072,10
797,2534,glacier bay 2 piec high effici dual flush elong toilet in biscuit,100446,2.67,glaciar bay toil,choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,glacier bay,glaciar bay toil	glacier bay 2 piec high effici dual flush elong toilet in biscuit	choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,3,12,150,2,0,0,1,1,2,2,0.6666666666666666,0.6666666666666666,glaciar bay toil	glacier bay,1,0.5,1114,16
798,2535,glacier bay 2 piec high effici dual flush elong toilet in biscuit,100446,1.67,glacier bay high effici toilet fill valv,choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,glacier bay,glacier bay high effici toilet fill valv	glacier bay 2 piec high effici dual flush elong toilet in biscuit	choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,7,12,150,2,0,0,0,0,5,5,0.7142857142857143,0.7142857142857143,glacier bay high effici toilet fill valv	glacier bay,2,1.0,1114,40
799,2538,glacier bay 2 piec high effici dual flush elong toilet in biscuit,100446,3.0,toilet glacier bay,choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,glacier bay,toilet glacier bay	glacier bay 2 piec high effici dual flush elong toilet in biscuit	choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,3,12,150,2,0,0,1,1,3,3,1.0,1.0,toilet glacier bay	glacier bay,2,1.0,1114,18
800,2539,glacier bay 2 piec high effici dual flush elong toilet in biscuit,100446,3.0,toilet in biscuit,choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,glacier bay,toilet in biscuit	glacier bay 2 piec high effici dual flush elong toilet in biscuit	choos a half flush or full flush with the inset push button lever on thi glacier bay 2 piec high effici dual flush elong toilet in biscuit the half flush releas 1.1gal. of water and the full flush is rate at 1.6 gpfoptim washout volum for liquid and solid respect thi easi to instal commod come in 2 piec that bolt togeth and includ a color match elong close front toilet seat with lid dual flush option allow user to conserv water xbi choos an ultra low 1.1gal. flush for liquidsreduc water consumpt result in lower util bill and help to preserv a natur resourceinclud all compon need for instal includ wax ring fasten bolt floor bolt cap toilet seat with lid and water tank with covertoilet water suppli line not includedconstruct of durabl crack resist vitreou china in a biscuit colorconform to ada standardsalso avail in white and black,3,12,150,2,1,1,1,1,3,3,1.0,1.0,toilet in biscuit	glacier bay,0,0.0,1114,17
801,2540,edsal 4 shelf 36in. w xbi 60in. h xbi 18in. d steel shelv unit,100447,3.0,steel shelv,you can assembl thi edsal heavi duti steel shelv unit vertic as shelv or horizont as a workbench for your offic or home it neutral color goe with everyth in your home you can adjust thi multi purpos unit' shelv in 1.5in. increment to fit ani storag need it featur a rivet lock system that provid strength and rigid weight capac of 800lb. per shelf and 3200lb. in total (when evenli distributed) enabl you to store a larg number of household and person itemssteel beam and shelv with particleboard deck 4 shelv that provid ampl storag for bin box tool food contain and moreeasi instal with just a hammer (sold separately) and no nut or bolt 1 year manufactur warrantymad in the usa,edsal,steel shelv	edsal 4 shelf 36in. w xbi 60in. h xbi 18in. d steel shelv unit	you can assembl thi edsal heavi duti steel shelv unit vertic as shelv or horizont as a workbench for your offic or home it neutral color goe with everyth in your home you can adjust thi multi purpos unit' shelv in 1.5in. increment to fit ani storag need it featur a rivet lock system that provid strength and rigid weight capac of 800lb. per shelf and 3200lb. in total (when evenli distributed) enabl you to store a larg number of household and person itemssteel beam and shelv with particleboard deck 4 shelv that provid ampl storag for bin box tool food contain and moreeasi instal with just a hammer (sold separately) and no nut or bolt 1 year manufactur warrantymad in the usa,2,14,123,1,1,1,1,1,2,2,1.0,1.0,steel shelv	edsal,0,0.0,1564,11
802,2545,kohler santa rosa comfort height 1 piec 1.28 gpf compact singl flush elong toilet in white,100448,2.67,kohler 1 piec toilet,thi santa rosa toilet' 1 piec design add a contemporari look to your bathroom while conserv space with a compact elong bowl it 1.28gal. high effici flush provid signific water save of up to 16500 gpi versu an old 3.5gal. toilet without sacrif perform a chair height elong seat make it comfort to use 1 piec toilet integr the tank and bowl into a seamless easi to clean designcompact elong bowl offer ad comfort while occupi the same space as a round front bowlcomfort height featur offer chair height seat that make sit down and stand up easier for most adult 1.28 gpf (gallon per flush)standard left hand trip lever includedbrevia toilet seat includedsuppli line not includedavail exclus at the home depotsingl flush graviti use the forc of graviti and a precis engin tank bowl and trapway to creat a strong siphon dure flushingstandard 12in. rough inwatersens toilet meet strict epa flush guidelin includ use at least 20% less water than 1.6gal. toiletselig for consum rebat in some municipalitiesinclud wax ring and hardwar,kohler,kohler 1 piec toilet	kohler santa rosa comfort height 1 piec 1.28 gpf compact singl flush elong toilet in white	thi santa rosa toilet' 1 piec design add a contemporari look to your bathroom while conserv space with a compact elong bowl it 1.28gal. high effici flush provid signific water save of up to 16500 gpi versu an old 3.5gal. toilet without sacrif perform a chair height elong seat make it comfort to use 1 piec toilet integr the tank and bowl into a seamless easi to clean designcompact elong bowl offer ad comfort while occupi the same space as a round front bowlcomfort height featur offer chair height seat that make sit down and stand up easier for most adult 1.28 gpf (gallon per flush)standard left hand trip lever includedbrevia toilet seat includedsuppli line not includedavail exclus at the home depotsingl flush graviti use the forc of graviti and a precis engin tank bowl and trapway to creat a strong siphon dure flushingstandard 12in. rough inwatersens toilet meet strict epa flush guidelin includ use at least 20% less water than 1.6gal. toiletselig for consum rebat in some municipalitiesinclud wax ring and hardwar,4,16,173,1,0,0,1,1,4,3,1.0,0.75,kohler 1 piec toilet	kohler,1,1.0,1279,20
803,2551,kohler santa rosa comfort height 1 piec 1.28 gpf compact singl flush elong toilet in white,100448,2.33,toto 1 piec toilet,thi santa rosa toilet' 1 piec design add a contemporari look to your bathroom while conserv space with a compact elong bowl it 1.28gal. high effici flush provid signific water save of up to 16500 gpi versu an old 3.5gal. toilet without sacrif perform a chair height elong seat make it comfort to use 1 piec toilet integr the tank and bowl into a seamless easi to clean designcompact elong bowl offer ad comfort while occupi the same space as a round front bowlcomfort height featur offer chair height seat that make sit down and stand up easier for most adult 1.28 gpf (gallon per flush)standard left hand trip lever includedbrevia toilet seat includedsuppli line not includedavail exclus at the home depotsingl flush graviti use the forc of graviti and a precis engin tank bowl and trapway to creat a strong siphon dure flushingstandard 12in. rough inwatersens toilet meet strict epa flush guidelin includ use at least 20% less water than 1.6gal. toiletselig for consum rebat in some municipalitiesinclud wax ring and hardwar,kohler,toto 1 piec toilet	kohler santa rosa comfort height 1 piec 1.28 gpf compact singl flush elong toilet in white	thi santa rosa toilet' 1 piec design add a contemporari look to your bathroom while conserv space with a compact elong bowl it 1.28gal. high effici flush provid signific water save of up to 16500 gpi versu an old 3.5gal. toilet without sacrif perform a chair height elong seat make it comfort to use 1 piec toilet integr the tank and bowl into a seamless easi to clean designcompact elong bowl offer ad comfort while occupi the same space as a round front bowlcomfort height featur offer chair height seat that make sit down and stand up easier for most adult 1.28 gpf (gallon per flush)standard left hand trip lever includedbrevia toilet seat includedsuppli line not includedavail exclus at the home depotsingl flush graviti use the forc of graviti and a precis engin tank bowl and trapway to creat a strong siphon dure flushingstandard 12in. rough inwatersens toilet meet strict epa flush guidelin includ use at least 20% less water than 1.6gal. toiletselig for consum rebat in some municipalitiesinclud wax ring and hardwar,4,16,173,1,0,0,1,1,3,3,0.75,0.75,toto 1 piec toilet	kohler,0,0.0,1279,18
